Store,Product_Category,Month,Quantity,Original_Price,Discount_%,Final_Price,Revenue,Customer_Rating
Bangalore,Furniture,June,46,3650.33,10,3285.3,151123.82,4.3
Pune,Groceries,March,49,901.72,20,721.38,35347.46,3.4
Kolkata,Clothing,April,17,4454.35,15,3786.19,64365.3,4.3
Chennai,Electronics,January,49,3645.32,20,2916.26,142896.52,3.3
Chennai,Clothing,June,13,2774.17,0,2774.17,36064.25,3.6
Kolkata,Clothing,January,49,1645.54,10,1480.99,72568.33,3.7
Mumbai,Electronics,January,25,3614.19,15,3072.06,76801.52,3.8
Delhi,Sports,January,4,4511.53,15,3834.8,15339.2,3.1
Chennai,Furniture,June,43,4048.24,15,3441.01,147963.29,2.7
Hyderabad,Toys,March,33,1414.43,10,1272.98,42008.47,2.9
Pune,Groceries,February,48,2292.75,0,2292.75,110052.06,3.6
Chennai,Toys,April,25,2382.06,0,2382.06,59551.38,3.9
Pune,Toys,February,28,4023.93,0,4023.93,112670.13,4.6
Jaipur,Toys,January,23,4684.06,10,4215.66,96960.1,3.8
Pune,Toys,May,31,4744.07,5,4506.87,139712.89,4.7
Chennai,Toys,April,43,236.42,10,212.78,9149.5,4.7
Pune,Sports,March,45,1403.93,5,1333.73,60017.96,3.6
Kolkata,Electronics,April,27,3205.4,0,3205.4,86545.67,5.0
Kolkata,Sports,June,27,1714.7,15,1457.49,39352.34,4.6
Mumbai,Groceries,June,29,2957.03,0,2957.03,85753.92,4.2
Kolkata,Sports,June,29,4709.38,5,4473.91,129743.47,3.0
Jaipur,Furniture,January,15,1075.87,5,1022.08,15331.13,4.7
Kolkata,Electronics,February,15,2575.07,5,2446.31,36694.69,4.7
Jaipur,Groceries,February,38,2975.07,0,2975.07,113052.5,2.9
Delhi,Electronics,June,26,986.29,10,887.66,23079.07,3.1
Mumbai,Furniture,May,28,3127.55,15,2658.41,74435.61,3.9
Mumbai,Clothing,March,29,2694.71,10,2425.24,70332.05,4.1
Hyderabad,Toys,February,34,4847.19,0,4847.19,164804.53,2.7
Hyderabad,Furniture,February,7,563.94,0,563.94,3947.56,4.3
Bangalore,Sports,April,34,4911.3,15,4174.6,141936.45,4.7
Bangalore,Clothing,March,20,3541.39,20,2833.11,56662.28,3.8
Bangalore,Sports,March,49,3855.12,5,3662.37,179455.9,3.6
Hyderabad,Groceries,January,47,4630.83,20,3704.66,174119.1,4.1
Kolkata,Sports,April,21,3665.06,10,3298.55,69269.61,3.7
Bangalore,Groceries,June,16,2507.52,5,2382.14,38114.29,3.7
Bangalore,Electronics,January,12,422.41,0,422.41,5068.94,3.5
Chennai,Toys,April,24,2115.52,5,2009.74,48233.82,4.5
Hyderabad,Electronics,February,24,148.85,15,126.52,3036.52,4.1
Jaipur,Furniture,April,13,4287.13,5,4072.77,52946.0,4.8
Kolkata,Electronics,April,34,4015.5,20,3212.4,109221.67,3.1
Chennai,Clothing,January,11,3712.37,15,3155.52,34710.7,3.0
Delhi,Toys,May,37,4992.95,15,4244.01,157028.21,4.3
Pune,Sports,May,37,2817.64,10,2535.88,93827.43,4.8
Chennai,Clothing,January,39,4353.04,10,3917.73,152791.58,4.7
Pune,Clothing,March,4,1023.65,0,1023.65,4094.6,3.9
Chennai,Furniture,June,7,4898.39,0,4898.39,34288.73,3.9
Bangalore,Sports,February,10,2266.12,0,2266.12,22661.24,3.3
Chennai,Furniture,January,3,3828.93,10,3446.04,10338.11,3.9
Hyderabad,Toys,April,37,4418.91,0,4418.91,163499.69,3.3
Mumbai,Clothing,June,5,1030.67,15,876.07,4380.35,2.8
Hyderabad,Toys,January,26,2854.34,15,2426.19,63080.99,3.6
Kolkata,Furniture,January,21,4876.37,15,4144.92,87043.24,3.4
Kolkata,Groceries,January,19,4715.34,15,4008.04,76152.7,3.8
Hyderabad,Sports,January,27,3623.2,20,2898.56,78261.02,3.0
Bangalore,Electronics,June,24,3506.09,10,3155.48,75731.48,4.6
Hyderabad,Groceries,June,12,1334.79,20,1067.83,12814.0,4.8
Kolkata,Electronics,May,23,1893.54,10,1704.18,39196.25,3.8
Delhi,Clothing,February,43,4111.11,15,3494.44,150260.95,4.8
Bangalore,Groceries,February,45,379.76,0,379.76,17089.39,2.8
Hyderabad,Electronics,January,15,2558.33,10,2302.49,34537.4,3.3
Hyderabad,Toys,June,35,2750.05,15,2337.54,81814.07,4.9
Delhi,Furniture,June,11,1793.72,5,1704.03,18744.36,4.2
Bangalore,Furniture,April,31,3362.25,5,3194.14,99018.25,4.9
Kolkata,Electronics,May,41,2094.68,5,1989.94,81587.64,4.4
Bangalore,Groceries,June,3,543.43,10,489.09,1467.27,3.5
Jaipur,Furniture,February,38,3459.99,5,3286.99,124905.73,3.6
Pune,Clothing,February,41,973.82,15,827.75,33937.78,3.5
Delhi,Sports,June,42,3674.14,0,3674.14,154313.7,3.9
Mumbai,Groceries,February,21,3757.62,20,3006.09,63127.94,4.4
Pune,Furniture,June,20,844.7,0,844.7,16894.06,4.1
Jaipur,Toys,March,24,4170.12,20,3336.09,80066.21,4.0
Chennai,Sports,February,2,2685.14,0,2685.14,5370.28,3.1
Bangalore,Groceries,March,29,3501.25,5,3326.18,96459.3,3.5
Delhi,Furniture,May,43,1118.17,5,1062.26,45677.38,4.5
Hyderabad,Furniture,February,30,1491.0,5,1416.45,42493.59,4.4
Bangalore,Electronics,May,42,1544.04,15,1312.43,55122.11,3.1
Hyderabad,Clothing,June,49,4012.57,15,3410.69,167123.66,3.9
Jaipur,Furniture,May,4,2541.17,5,2414.12,9656.46,4.6
Bangalore,Electronics,June,19,3556.25,20,2845.0,54054.94,4.0
Bangalore,Toys,March,37,272.27,5,258.66,9570.26,4.5
Kolkata,Toys,May,33,4303.04,15,3657.59,120700.39,2.5
Bangalore,Electronics,February,24,859.54,20,687.63,16503.22,3.9
Mumbai,Toys,February,24,4698.39,0,4698.39,112761.44,4.4
Mumbai,Furniture,March,39,2437.84,0,2437.84,95075.69,4.7
Mumbai,Furniture,March,5,1508.27,0,1508.27,7541.36,4.0
Kolkata,Furniture,January,27,4200.63,5,3990.6,107746.18,5.0
Jaipur,Toys,January,33,882.77,20,706.22,23305.19,3.2
Mumbai,Sports,May,14,2648.57,20,2118.85,29663.93,4.7
Delhi,Furniture,May,28,4052.76,15,3444.85,96455.7,3.6
Kolkata,Sports,February,37,2321.74,5,2205.65,81609.14,4.0
Pune,Clothing,January,39,2806.38,15,2385.42,93031.34,3.2
Jaipur,Clothing,January,34,4044.96,0,4044.96,137528.56,3.9
Chennai,Clothing,June,20,2052.55,0,2052.55,41050.92,4.2
Pune,Electronics,April,31,4991.16,20,3992.92,123780.66,2.7
Mumbai,Clothing,May,14,641.66,5,609.58,8534.1,3.4
Chennai,Groceries,January,47,4793.77,20,3835.02,180245.72,3.9
Delhi,Toys,June,30,367.11,10,330.4,9911.92,4.5
Mumbai,Clothing,May,1,1254.27,5,1191.56,1191.56,4.6
Mumbai,Sports,April,10,4667.43,5,4434.06,44340.61,4.9
Hyderabad,Clothing,February,30,1066.49,5,1013.16,30394.94,2.8
Mumbai,Toys,February,13,1999.36,15,1699.46,22092.94,4.8
Hyderabad,Toys,February,19,1896.52,10,1706.87,32430.57,4.2
Bangalore,Furniture,April,21,2997.62,5,2847.74,59802.59,2.8
Delhi,Sports,January,46,1048.76,5,996.32,45830.67,3.3
Chennai,Toys,June,14,4289.88,0,4289.88,60058.38,4.2
Bangalore,Electronics,June,29,3177.0,0,3177.0,92132.94,4.8
Kolkata,Clothing,June,25,4793.06,5,4553.4,113835.09,3.1
Jaipur,Toys,January,2,1601.35,0,1601.35,3202.71,4.9
Bangalore,Electronics,May,31,3138.01,5,2981.11,92414.29,4.6
Mumbai,Clothing,June,32,2479.59,5,2355.61,75379.55,3.2
Mumbai,Electronics,January,10,1676.26,10,1508.64,15086.37,4.6
Pune,Groceries,June,38,620.76,0,620.76,23589.06,2.9
Delhi,Groceries,May,41,4513.72,5,4288.04,175809.58,4.6
Hyderabad,Clothing,January,31,4052.87,5,3850.22,119356.97,4.5
Delhi,Sports,January,19,4308.32,10,3877.49,73672.34,3.2
Pune,Sports,January,36,4029.38,10,3626.44,130551.86,3.4
Hyderabad,Toys,April,37,385.27,15,327.48,12116.61,3.0
Pune,Sports,March,8,3394.4,15,2885.24,23081.93,4.0
Pune,Sports,April,48,337.47,20,269.98,12959.03,4.6
Jaipur,Furniture,March,13,3315.28,15,2817.99,36633.81,4.1
Chennai,Clothing,June,42,558.25,15,474.51,19929.48,2.9
Kolkata,Groceries,January,13,341.81,15,290.54,3777.03,4.4
Delhi,Sports,June,13,4078.64,0,4078.64,53022.35,3.8
Kolkata,Furniture,January,17,4422.95,20,3538.36,60152.15,4.3
Pune,Clothing,January,32,4550.99,15,3868.34,123786.92,2.5
Jaipur,Furniture,June,16,2126.86,0,2126.86,34029.73,4.3
Bangalore,Electronics,March,33,4847.94,15,4120.75,135984.79,4.1
Pune,Furniture,June,23,4228.52,0,4228.52,97255.89,4.6
Pune,Furniture,February,46,2927.61,0,2927.61,134670.24,3.9
Bangalore,Toys,June,25,1832.52,0,1832.52,45812.95,4.2
Hyderabad,Furniture,January,8,1828.19,0,1828.19,14625.49,4.6
Pune,Toys,May,25,4043.68,20,3234.94,80873.62,4.9
Pune,Electronics,June,3,508.56,15,432.27,1296.82,3.9
Mumbai,Clothing,March,10,1793.54,0,1793.54,17935.39,2.6
Bangalore,Groceries,January,5,3857.16,0,3857.16,19285.82,3.5
Pune,Groceries,May,12,3411.87,20,2729.5,32753.99,3.1
Delhi,Electronics,February,2,3574.72,10,3217.25,6434.5,4.7
Mumbai,Toys,April,27,1846.38,15,1569.43,42374.49,3.1
Jaipur,Electronics,February,9,3532.23,20,2825.78,25432.05,2.7
Jaipur,Sports,April,33,114.27,10,102.84,3393.74,4.2
Delhi,Furniture,April,41,2325.65,10,2093.09,85816.51,4.6
Delhi,Sports,April,48,2734.69,15,2324.49,111575.41,3.2
Chennai,Electronics,March,9,837.99,0,837.99,7541.94,4.2
Kolkata,Electronics,June,1,763.92,10,687.53,687.53,4.7
Chennai,Electronics,March,19,2470.6,5,2347.07,44594.42,4.7
Delhi,Sports,June,1,2079.48,0,2079.48,2079.48,4.9
Delhi,Furniture,June,29,741.97,10,667.77,19365.46,3.5
Delhi,Groceries,February,35,2656.54,15,2258.06,79032.12,2.5
Hyderabad,Toys,February,29,994.86,0,994.86,28851.03,3.9
Mumbai,Furniture,May,2,3275.7,20,2620.56,5241.12,4.1
Bangalore,Sports,February,41,4973.51,0,4973.51,203913.97,4.8
Jaipur,Electronics,January,31,1847.94,20,1478.35,45829.0,4.6
Delhi,Sports,January,6,144.91,20,115.93,695.57,5.0
Pune,Clothing,June,20,1632.43,5,1550.81,31016.2,4.2
Delhi,Toys,April,30,1139.02,10,1025.12,30753.53,3.5
Pune,Toys,April,37,4549.61,15,3867.17,143085.24,3.3
Pune,Clothing,May,28,655.02,20,524.02,14672.49,2.8
Jaipur,Sports,March,26,2461.78,0,2461.78,64006.15,3.7
Delhi,Groceries,February,7,4566.8,5,4338.46,30369.2,4.8
Chennai,Electronics,January,13,3893.83,10,3504.45,45557.82,2.8
Kolkata,Furniture,February,32,3157.4,20,2525.92,80829.48,2.7
Kolkata,Furniture,March,33,1272.37,20,1017.89,33590.53,4.7
Kolkata,Sports,March,43,1660.41,15,1411.35,60688.15,3.2
Jaipur,Clothing,June,26,4336.25,20,3469.0,90194.05,4.2
Mumbai,Groceries,May,6,3805.54,5,3615.27,21691.6,3.1
Chennai,Groceries,April,19,4057.92,5,3855.03,73245.5,2.7
Delhi,Toys,April,46,3875.15,15,3293.87,151518.18,3.5
Chennai,Electronics,April,44,760.26,10,684.24,30106.36,4.4
Delhi,Electronics,March,47,961.34,0,961.34,45183.01,3.8
Delhi,Groceries,March,25,3811.38,0,3811.38,95284.58,2.9
Pune,Groceries,April,41,1200.34,5,1140.32,46753.3,4.3
Pune,Clothing,February,38,651.79,0,651.79,24767.84,3.2
Chennai,Groceries,April,39,2335.95,0,2335.95,91102.14,4.7
Chennai,Sports,June,41,3097.11,10,2787.4,114283.46,2.8
Mumbai,Furniture,March,47,4735.77,20,3788.62,178064.97,2.8
Chennai,Clothing,June,28,4863.06,0,4863.06,136165.74,3.9
Mumbai,Sports,February,43,145.62,20,116.5,5009.34,4.4
Delhi,Electronics,March,31,1902.47,0,1902.47,58976.52,4.0
Pune,Sports,February,25,2226.84,15,1892.81,47320.34,3.8
Bangalore,Toys,June,30,3375.88,5,3207.08,96212.55,2.9
Jaipur,Toys,January,1,4182.73,10,3764.45,3764.45,3.3
Hyderabad,Electronics,April,47,4916.8,20,3933.44,184871.6,3.6
Bangalore,Groceries,June,1,3382.77,20,2706.22,2706.22,3.3
Pune,Sports,May,47,337.96,15,287.26,13501.4,3.7
Pune,Clothing,May,36,704.09,5,668.89,24079.92,3.6
Delhi,Electronics,June,21,563.33,0,563.33,11829.85,5.0
Mumbai,Sports,January,26,612.36,15,520.5,13533.11,4.1
Pune,Electronics,June,49,4645.61,0,4645.61,227634.66,4.9
Mumbai,Furniture,May,24,482.17,0,482.17,11572.08,2.7
Mumbai,Clothing,February,3,876.75,15,745.24,2235.71,3.4
Delhi,Clothing,January,17,2208.55,15,1877.27,31913.55,3.4
Mumbai,Furniture,April,20,1357.73,10,1221.96,24439.23,3.2
Jaipur,Electronics,February,37,4837.64,0,4837.64,178992.72,3.3
Pune,Furniture,June,24,4947.81,5,4700.42,112810.13,3.6
Kolkata,Electronics,June,12,2707.23,0,2707.23,32486.71,3.5
Pune,Sports,March,27,3739.87,20,2991.9,80781.26,4.3
Bangalore,Furniture,June,31,1154.69,0,1154.69,35795.54,3.0
Bangalore,Toys,May,46,4964.58,15,4219.89,194114.99,3.2
Pune,Electronics,March,48,2594.5,0,2594.5,124536.05,3.8
Hyderabad,Groceries,January,38,2406.85,10,2166.16,82314.15,4.4
Bangalore,Toys,June,49,166.23,20,132.99,6516.4,2.9
Jaipur,Groceries,February,17,4734.3,5,4497.58,76458.88,3.1
Jaipur,Electronics,April,36,2011.42,5,1910.85,68790.62,3.7
Hyderabad,Toys,May,9,2937.74,20,2350.19,21151.7,2.8
Bangalore,Clothing,February,44,1560.48,5,1482.46,65228.15,3.2
Mumbai,Groceries,June,13,2985.17,0,2985.17,38807.21,4.2
Hyderabad,Sports,February,23,2940.86,5,2793.81,64257.7,3.3
Mumbai,Sports,March,33,1808.15,20,1446.52,47735.22,3.0
Hyderabad,Sports,April,43,4081.8,0,4081.8,175517.48,4.7
Hyderabad,Groceries,January,9,421.44,15,358.23,3224.04,3.9
Hyderabad,Sports,May,43,1162.39,15,988.03,42485.35,3.7
Kolkata,Electronics,January,39,2178.51,20,1742.81,67969.41,3.1
Chennai,Groceries,May,18,4333.38,10,3900.04,70200.73,3.0
Jaipur,Clothing,May,4,2012.84,20,1610.28,6441.1,2.9
Chennai,Furniture,January,44,1617.2,5,1536.34,67598.79,4.2
Delhi,Electronics,March,31,4106.07,0,4106.07,127288.17,4.7
Chennai,Groceries,May,25,1470.05,20,1176.04,29400.94,4.8
Delhi,Furniture,January,14,3792.69,0,3792.69,53097.66,3.3
Bangalore,Toys,January,23,924.23,20,739.39,17005.91,2.8
Chennai,Clothing,January,35,3417.19,10,3075.47,107641.36,4.7
Pune,Furniture,March,1,4807.5,10,4326.75,4326.75,5.0
Hyderabad,Sports,January,14,4517.09,0,4517.09,63239.25,3.5
Mumbai,Furniture,March,38,3521.05,0,3521.05,133799.97,4.5
Hyderabad,Electronics,June,33,2536.12,5,2409.31,79507.35,2.9
Mumbai,Toys,March,34,3654.84,10,3289.36,111838.18,3.7
Kolkata,Toys,January,34,2162.39,20,1729.91,58817.09,4.9
Chennai,Furniture,June,45,1750.55,15,1487.97,66958.68,4.7
Kolkata,Toys,January,5,4348.69,20,3478.95,17394.77,4.2
Jaipur,Furniture,February,5,712.94,20,570.35,2851.74,4.5
Delhi,Clothing,January,4,1342.72,5,1275.58,5102.32,3.9
Kolkata,Furniture,May,45,210.59,5,200.06,9002.55,4.0
Hyderabad,Furniture,February,12,3766.97,0,3766.97,45203.62,2.6
Bangalore,Clothing,January,42,2845.71,5,2703.42,113543.77,3.4
Bangalore,Clothing,January,24,4245.23,5,4032.97,96791.24,3.1
Pune,Toys,March,25,1200.45,10,1080.41,27010.21,3.6
Kolkata,Toys,April,8,2082.8,0,2082.8,16662.43,3.2
Mumbai,Clothing,March,46,2147.75,0,2147.75,98796.35,2.9
Hyderabad,Electronics,April,25,1337.67,15,1137.02,28425.52,4.3
Bangalore,Clothing,February,36,4292.39,0,4292.39,154525.88,4.1
Chennai,Electronics,January,27,2588.7,5,2459.26,66400.09,4.6
Hyderabad,Groceries,May,32,1812.97,20,1450.37,46411.97,4.7
Kolkata,Electronics,June,22,560.89,15,476.76,10488.7,3.9
Hyderabad,Electronics,February,16,140.94,15,119.8,1916.76,4.0
Chennai,Groceries,March,33,3391.72,20,2713.37,89541.37,4.3
Mumbai,Electronics,March,17,2497.23,20,1997.78,33962.28,3.5
Delhi,Toys,March,33,463.46,0,463.46,15294.29,4.6
Bangalore,Clothing,January,18,4446.02,20,3556.81,64022.64,3.4
Delhi,Electronics,February,5,1592.42,10,1433.18,7165.89,2.9
Chennai,Electronics,February,39,1020.73,0,1020.73,39808.38,3.0
Bangalore,Toys,January,32,2046.22,10,1841.59,58931.01,2.6
Chennai,Furniture,January,37,4858.98,0,4858.98,179782.17,3.0
Kolkata,Toys,April,41,3674.63,0,3674.63,150659.95,3.8
Delhi,Furniture,January,41,2089.94,20,1671.95,68550.0,4.4
Jaipur,Toys,January,34,4443.21,20,3554.57,120855.21,4.2
Pune,Sports,February,45,730.86,10,657.78,29599.88,2.6
Mumbai,Toys,January,34,1843.29,20,1474.63,50137.57,2.9
Kolkata,Electronics,June,36,2469.26,15,2098.87,75559.3,4.0
Kolkata,Clothing,May,22,2889.48,10,2600.53,57211.68,4.5
Jaipur,Furniture,May,13,3634.31,0,3634.31,47246.0,4.1
Pune,Toys,May,17,1651.33,0,1651.33,28072.62,2.6
Chennai,Clothing,February,16,2134.3,20,1707.44,27319.06,4.4
Chennai,Sports,March,18,2636.39,5,2504.57,45082.2,4.8
Mumbai,Toys,May,13,1407.81,10,1267.03,16471.34,2.9
Jaipur,Groceries,March,29,2546.29,5,2418.98,70150.3,4.4
Mumbai,Furniture,June,40,4205.42,5,3995.15,159806.07,4.3
Pune,Groceries,March,36,2953.74,0,2953.74,106334.57,4.2
Bangalore,Toys,February,16,1785.5,15,1517.68,24282.8,4.3
Chennai,Toys,June,27,2845.95,15,2419.06,65314.66,4.5
Bangalore,Sports,April,30,2733.16,0,2733.16,81994.74,2.6
Hyderabad,Furniture,June,10,454.64,20,363.72,3637.15,2.9
Hyderabad,Clothing,February,45,3234.9,10,2911.41,131013.39,3.9
Bangalore,Electronics,June,48,4524.95,10,4072.45,195477.76,4.3
Bangalore,Groceries,April,8,980.26,10,882.24,7057.89,2.5
Delhi,Clothing,June,21,2630.58,10,2367.52,49717.91,4.2
Hyderabad,Furniture,May,26,4048.7,10,3643.83,94739.64,3.7
Mumbai,Clothing,January,44,167.29,5,158.93,6992.83,4.2
Mumbai,Furniture,January,36,728.12,15,618.9,22280.52,3.8
Delhi,Toys,June,22,4810.77,5,4570.24,100545.18,4.7
Jaipur,Toys,March,7,3161.03,10,2844.93,19914.51,2.8
Pune,Sports,June,29,4303.79,20,3443.03,99848.01,3.3
Delhi,Groceries,February,19,3189.74,10,2870.77,54544.56,3.6
Delhi,Clothing,June,8,1512.65,15,1285.75,10286.02,2.5
Kolkata,Sports,March,46,4628.67,20,3702.94,170335.07,4.2
Bangalore,Groceries,May,33,2201.55,10,1981.39,65385.99,4.8
Mumbai,Groceries,April,6,4293.53,0,4293.53,25761.19,3.1
Hyderabad,Electronics,May,41,3385.65,15,2877.8,117989.85,3.5
Pune,Furniture,April,30,2581.64,10,2323.47,69704.18,2.6
Mumbai,Electronics,March,18,2214.39,20,1771.51,31887.21,4.0
Delhi,Electronics,May,43,2877.35,5,2733.48,117539.74,3.5
Pune,Clothing,June,35,4297.98,10,3868.18,135386.27,3.0
Jaipur,Electronics,April,25,2085.55,15,1772.72,44318.02,3.5
Jaipur,Sports,June,47,2332.74,20,1866.19,87710.95,4.8
Kolkata,Electronics,June,14,2114.63,10,1903.17,26644.34,3.6
Bangalore,Groceries,February,47,4228.04,10,3805.24,178846.06,4.7
Delhi,Toys,April,41,1585.78,0,1585.78,65016.81,3.1
Jaipur,Groceries,March,37,2163.48,20,1730.79,64039.09,4.2
Bangalore,Groceries,February,31,1070.84,20,856.67,26556.85,3.9
Mumbai,Sports,April,32,996.38,5,946.56,30290.05,3.4
Pune,Electronics,February,8,3904.79,0,3904.79,31238.29,3.3
Mumbai,Clothing,June,29,3303.51,15,2807.99,81431.57,3.1
Mumbai,Furniture,June,38,3758.69,5,3570.75,135688.63,3.9
Jaipur,Groceries,May,35,1129.23,10,1016.31,35570.81,4.9
Chennai,Sports,January,41,1448.66,10,1303.79,53455.44,3.6
Hyderabad,Groceries,April,39,3559.68,0,3559.68,138827.71,3.5
Chennai,Furniture,March,42,1690.32,10,1521.28,63893.91,3.2
Chennai,Furniture,January,29,738.72,0,738.72,21422.97,4.5
Jaipur,Groceries,June,11,2733.72,0,2733.72,30070.91,4.2
Mumbai,Electronics,May,26,694.2,10,624.78,16244.23,4.1
Hyderabad,Electronics,April,31,974.41,15,828.25,25675.66,3.3
Mumbai,Furniture,March,1,618.42,20,494.74,494.74,4.4
Mumbai,Furniture,June,36,3869.33,20,3095.46,111436.64,4.9
Pune,Sports,January,19,2597.81,20,2078.25,39486.71,5.0
Pune,Clothing,June,41,1126.72,0,1126.72,46195.51,3.5
Jaipur,Toys,June,44,3671.47,10,3304.32,145390.03,3.2
Jaipur,Groceries,February,15,3497.16,10,3147.44,47211.63,4.6
Kolkata,Clothing,April,7,836.52,5,794.7,5562.87,4.4
Jaipur,Toys,April,39,2395.46,20,1916.37,74738.35,2.8
Pune,Toys,June,30,3060.24,10,2754.22,82626.48,4.7
Bangalore,Sports,March,30,192.75,5,183.11,5493.24,3.8
Chennai,Electronics,January,9,3811.6,5,3621.02,32589.17,3.2
Hyderabad,Toys,May,35,3472.64,15,2951.74,103310.91,3.7
Chennai,Toys,March,8,4209.25,0,4209.25,33673.97,4.2
Chennai,Furniture,March,2,2843.29,5,2701.13,5402.25,3.2
Kolkata,Groceries,April,23,4551.34,15,3868.64,88978.77,4.3
Delhi,Clothing,March,29,4956.18,0,4956.18,143729.13,3.5
Jaipur,Furniture,May,2,3498.2,10,3148.38,6296.76,2.6
Hyderabad,Furniture,January,13,2054.23,15,1746.09,22699.19,4.2
Pune,Clothing,June,31,1432.81,15,1217.89,37754.61,4.7
Delhi,Groceries,April,10,2111.47,15,1794.75,17947.53,4.4
Delhi,Toys,April,8,4126.08,10,3713.47,29707.79,3.4
Delhi,Groceries,February,29,4384.63,20,3507.71,101723.45,2.7
Delhi,Sports,February,27,4867.92,0,4867.92,131433.9,3.6
Delhi,Clothing,February,15,601.09,0,601.09,9016.42,2.8
Pune,Groceries,January,8,3583.84,0,3583.84,28670.73,2.8
Mumbai,Furniture,May,28,2048.41,15,1741.15,48752.19,4.1
Hyderabad,Furniture,April,4,4748.4,10,4273.56,17094.26,4.8
Kolkata,Electronics,February,7,1733.5,0,1733.5,12134.52,3.0
Pune,Clothing,March,34,3605.64,5,3425.36,116462.09,4.2
Pune,Electronics,June,34,3679.04,5,3495.09,118832.98,3.4
Chennai,Electronics,March,17,3910.63,5,3715.1,63156.74,2.8
Kolkata,Furniture,March,33,2137.29,5,2030.43,67004.17,3.1
Hyderabad,Sports,May,16,1228.68,20,982.94,15727.1,4.9
Bangalore,Toys,March,10,1036.15,0,1036.15,10361.54,3.1
Delhi,Clothing,April,14,1992.16,10,1792.95,25101.27,4.5
Pune,Clothing,March,36,3737.32,20,2989.86,107634.82,4.2
Delhi,Sports,March,42,3350.48,15,2847.91,119612.02,3.2
Pune,Electronics,April,19,941.38,0,941.38,17886.2,4.5
Pune,Toys,May,11,4926.26,15,4187.32,46060.5,3.2
Kolkata,Sports,May,26,4210.55,15,3578.97,93053.17,3.1
Mumbai,Furniture,February,38,4857.43,20,3885.95,147665.97,4.5
Hyderabad,Toys,March,4,3117.06,20,2493.65,9974.58,3.8
Delhi,Clothing,May,42,2073.6,5,1969.92,82736.76,3.4
Mumbai,Toys,February,6,1588.25,10,1429.42,8576.53,3.3
Mumbai,Groceries,March,4,605.42,10,544.88,2179.51,3.0
Delhi,Clothing,April,6,2071.24,10,1864.12,11184.72,4.9
Delhi,Electronics,January,41,4694.93,10,4225.44,173243.07,2.8
Chennai,Groceries,January,4,3289.25,5,3124.78,12499.13,3.7
Pune,Furniture,January,6,4913.71,0,4913.71,29482.28,4.3
Chennai,Electronics,January,43,438.05,20,350.44,15068.96,3.4
Jaipur,Electronics,January,10,196.66,0,196.66,1966.56,4.2
Delhi,Sports,February,49,1818.61,20,1454.89,71289.62,3.2
Kolkata,Groceries,June,35,4661.4,20,3729.12,130519.23,3.4
Chennai,Clothing,June,17,722.46,0,722.46,12281.9,3.3
Delhi,Furniture,May,29,2833.27,0,2833.27,82164.82,3.4
Delhi,Groceries,February,47,1546.03,5,1468.73,69030.39,4.8
Chennai,Sports,February,7,1321.1,0,1321.1,9247.69,2.9
Mumbai,Clothing,March,15,2987.73,15,2539.57,38093.49,3.0
Chennai,Electronics,May,29,644.07,20,515.26,14942.45,4.3
Chennai,Sports,April,22,848.03,0,848.03,18656.55,3.3
Kolkata,Clothing,May,15,3380.12,20,2704.1,40561.43,4.2
Bangalore,Groceries,April,23,4615.14,15,3922.87,90226.04,4.3
Delhi,Furniture,April,33,4980.83,0,4980.83,164367.55,5.0
Mumbai,Toys,June,31,2432.5,15,2067.63,64096.41,2.6
Jaipur,Groceries,February,39,3063.53,20,2450.82,95582.09,4.0
Pune,Furniture,June,14,2524.3,20,2019.44,28272.11,4.0
Mumbai,Furniture,February,19,264.88,0,264.88,5032.79,3.5
Mumbai,Clothing,May,24,4882.5,10,4394.25,105461.97,3.3
Delhi,Groceries,March,12,4526.18,5,4299.87,51598.4,2.7
Pune,Toys,February,20,3496.73,15,2972.22,59444.35,2.7
Chennai,Toys,April,12,4167.94,20,3334.35,40012.26,4.1
Delhi,Clothing,January,45,3962.55,0,3962.55,178314.68,3.8
Hyderabad,Toys,April,1,1085.57,10,977.01,977.01,3.3
Pune,Groceries,March,23,2436.09,5,2314.29,53228.65,4.1
Delhi,Clothing,March,23,1968.94,0,1968.94,45285.51,4.4
Jaipur,Groceries,April,39,1004.79,0,1004.79,39186.85,3.6
Hyderabad,Toys,March,16,3550.87,20,2840.7,45451.13,4.7
Pune,Sports,June,6,2200.46,20,1760.37,10562.2,3.6
Delhi,Toys,April,8,932.95,0,932.95,7463.6,3.7
Mumbai,Clothing,March,48,2817.0,10,2535.3,121694.26,2.6
Delhi,Toys,January,31,320.94,15,272.8,8456.65,4.7
Delhi,Furniture,May,14,4815.28,15,4092.99,57301.89,4.6
Kolkata,Electronics,April,6,1805.33,0,1805.33,10831.99,3.8
Hyderabad,Groceries,January,24,749.76,15,637.3,15295.09,2.5
Chennai,Toys,April,34,3288.93,0,3288.93,111823.73,4.5
Hyderabad,Sports,March,1,2432.69,0,2432.69,2432.69,4.4
Bangalore,Clothing,June,34,936.73,10,843.05,28663.8,3.8
Pune,Groceries,February,13,936.32,10,842.69,10954.94,2.7
Mumbai,Sports,April,22,4880.08,20,3904.07,85889.48,4.0
Bangalore,Sports,May,6,4850.83,10,4365.75,26194.47,4.3
Mumbai,Groceries,April,38,1853.29,20,1482.63,56339.87,4.6
